Sample,BEAT,hz1,idx1,noize1,avg1,thresh1,cur1,sd1,is_beat1,hz2,idx2,noize2,avg2,thresh2,cur2,sd2,is_beat2,hz3,idx3,noize3,avg3,thresh3,cur3,sd3,is_beat3
167 ,6,60,6,0.15,0.03,0.11,0.05,0.05,0,75,7,0.16,0.04,0.13,0.01,0.07,0,95,9,0.17,0.04,0.14,0.06,0.08,0
168 ,6,60,6,0.15,0.03,0.11,0.04,0.05,0,75,7,0.16,0.04,0.13,0.05,0.07,0,95,9,0.17,0.04,0.14,0.02,0.08,0
169 ,6,60,6,0.15,0.03,0.11,0.04,0.05,0,75,7,0.16,0.04,0.13,0.05,0.07,0,95,9,0.17,0.04,0.14,0.03,0.08,0
170 ,6,60,6,0.15,0.03,0.11,0.05,0.05,0,75,7,0.16,0.04,0.13,0.05,0.07,0,95,9,0.17,0.04,0.14,0.05,0.08,0
171 ,6,60,6,0.15,0.03,0.12,0.02,0.05,0,75,7,0.16,0.04,0.13,0.03,0.07,0,95,9,0.17,0.04,0.14,0.01,0.08,0
172 ,6,60,6,0.15,0.03,0.11,0.01,0.05,0,75,7,0.16,0.04,0.13,0.02,0.07,0,95,9,0.17,0.04,0.14,0.03,0.08,0
173 ,6,60,6,0.15,0.03,0.12,0.13,0.06,0,75,7,0.16,0.04,0.13,0.13,0.07,0,95,9,0.17,0.04,0.15,0.12,0.08,0
174 ,6,60,6,0.15,0.03,0.12,0.05,0.06,0,75,7,0.16,0.04,0.14,0.04,0.07,0,95,9,0.17,0.04,0.15,0.11,0.08,0
175 ,6,60,6,0.15,0.03,0.12,0.05,0.06,0,75,7,0.16,0.04,0.14,0.07,0.07,0,95,9,0.17,0.04,0.15,0.12,0.08,0
176 ,6,60,6,0.15,0.04,0.12,0.11,0.06,0,75,7,0.16,0.04,0.14,0.08,0.07,0,95,9,0.17,0.04,0.16,0.13,0.08,0
177 ,6,60,6,0.15,0.04,0.12,0.05,0.06,0,75,7,0.16,0.04,0.14,0.06,0.07,0,95,9,0.17,0.05,0.16,0.08,0.08,0
178 ,6,60,6,0.15,0.04,0.13,0.08,0.06,0,75,7,0.16,0.04,0.14,0.03,0.07,0,95,9,0.17,0.05,0.16,0.06,0.08,0
179 ,6,60,6,0.15,0.04,0.13,0.08,0.06,0,75,7,0.16,0.04,0.14,0.05,0.07,0,95,9,0.17,0.05,0.16,0.02,0.08,0
180 ,6,60,6,0.15,0.04,0.13,0.07,0.06,0,75,7,0.16,0.04,0.15,0.08,0.07,0,95,9,0.17,0.05,0.16,0.03,0.08,0
181 ,6,60,6,0.15,0.04,0.13,0.11,0.06,0,75,7,0.16,0.04,0.15,0.05,0.07,0,95,9,0.17,0.05,0.16,0.08,0.08,0
182 ,6,60,6,0.15,0.04,0.13,0.03,0.06,0,75,7,0.16,0.04,0.15,0.02,0.07,0,95,9,0.17,0.05,0.16,0.05,0.08,0
183 ,6,60,6,0.15,0.04,0.13,0.04,0.06,0,75,7,0.16,0.04,0.15,0.06,0.07,0,95,9,0.17,0.05,0.17,0.07,0.08,0
184 ,6,60,6,0.15,0.04,0.14,0.08,0.06,0,75,7,0.16,0.04,0.15,0.04,0.07,0,95,9,0.17,0.05,0.17,0.06,0.09,0
185 ,6,60,6,0.15,0.04,0.14,0.10,0.06,0,75,7,0.16,0.04,0.15,0.08,0.07,0,95,9,0.17,0.05,0.17,0.10,0.09,0
186 ,6,60,6,0.15,0.04,0.14,0.09,0.06,0,75,7,0.16,0.04,0.15,0.06,0.07,0,95,9,0.17,0.05,0.17,0.04,0.09,0
187 ,6,60,6,0.15,0.04,0.14,0.08,0.07,0,75,7,0.16,0.04,0.15,0.05,0.07,0,95,9,0.17,0.05,0.17,0.05,0.09,0
188 ,6,60,6,0.15,0.04,0.14,0.06,0.07,0,75,7,0.16,0.04,0.15,0.04,0.07,0,95,9,0.17,0.05,0.17,0.06,0.09,0
189 ,6,60,6,0.15,0.04,0.14,0.03,0.07,0,75,7,0.16,0.04,0.15,0.01,0.07,0,95,9,0.17,0.05,0.17,0.08,0.09,0
190 ,6,60,6,0.15,0.04,0.15,0.06,0.07,0,75,7,0.16,0.04,0.15,0.05,0.07,0,95,9,0.17,0.05,0.18,0.08,0.09,0
191 ,6,60,6,0.15,0.04,0.15,0.02,0.07,0,75,7,0.16,0.04,0.15,0.06,0.08,0,95,9,0.17,0.05,0.18,0.08,0.09,0
192 ,6,60,6,0.15,0.04,0.15,0.07,0.07,0,75,7,0.16,0.04,0.15,0.03,0.08,0,95,9,0.17,0.05,0.18,0.05,0.09,0
193 ,6,60,6,0.15,0.04,0.15,0.06,0.07,0,75,7,0.16,0.04,0.16,0.03,0.08,0,95,9,0.17,0.05,0.18,0.05,0.09,0
194 ,6,60,6,0.15,0.04,0.15,0.06,0.07,0,75,7,0.16,0.04,0.16,0.05,0.08,0,95,9,0.17,0.05,0.18,0.06,0.09,0
195 ,6,60,6,0.15,0.04,0.15,0.04,0.07,0,75,7,0.16,0.05,0.16,0.08,0.08,0,95,9,0.17,0.05,0.18,0.07,0.09,0
196 ,6,60,6,0.15,0.04,0.15,0.07,0.07,0,75,7,0.16,0.05,0.16,0.06,0.08,0,95,9,0.17,0.05,0.19,0.11,0.09,0
197 ,6,60,6,0.15,0.04,0.15,0.03,0.07,0,75,7,0.16,0.05,0.16,0.01,0.08,0,95,9,0.17,0.05,0.19,0.07,0.09,0
198 ,6,60,6,0.15,0.04,0.15,0.06,0.07,0,75,7,0.16,0.05,0.16,0.05,0.08,0,95,9,0.17,0.05,0.19,0.09,0.09,0
199 ,6,60,6,0.15,0.04,0.15,0.03,0.07,0,75,7,0.16,0.05,0.16,0.04,0.08,0,95,9,0.17,0.05,0.19,0.03,0.09,0
200 ,6,60,6,0.15,0.04,0.15,0.04,0.07,0,75,7,0.16,0.05,0.16,0.07,0.08,0,95,9,0.17,0.05,0.19,0.05,0.09,0
201 ,6,60,6,0.15,0.04,0.15,0.02,0.07,0,75,7,0.16,0.05,0.16,0.08,0.08,0,95,9,0.16,0.05,0.19,0.01,0.09,0
202 ,6,60,6,0.15,0.04,0.15,0.02,0.07,0,75,7,0.16,0.05,0.17,0.09,0.08,0,95,9,0.16,0.05,0.19,0.06,0.09,0
203 ,6,60,6,0.15,0.04,0.16,0.05,0.07,0,75,7,0.16,0.05,0.17,0.09,0.08,0,95,9,0.16,0.05,0.19,0.02,0.09,0
204 ,6,60,6,0.15,0.04,0.16,0.05,0.07,0,75,7,0.16,0.05,0.17,0.05,0.08,0,95,9,0.16,0.06,0.19,0.05,0.09,0
205 ,6,60,6,0.15,0.04,0.16,0.04,0.07,0,75,7,0.16,0.05,0.17,0.02,0.08,0,95,9,0.16,0.06,0.19,0.01,0.09,0
206 ,6,60,6,0.15,0.04,0.16,0.03,0.07,0,75,7,0.16,0.05,0.17,0.03,0.08,0,95,9,0.16,0.06,0.19,0.04,0.09,0
207 ,6,60,6,0.15,0.05,0.16,0.08,0.07,0,75,7,0.15,0.05,0.17,0.06,0.08,0,95,9,0.16,0.06,0.20,0.12,0.09,0
208 ,6,60,6,0.15,0.05,0.16,0.06,0.07,0,75,7,0.15,0.05,0.17,0.08,0.08,0,95,9,0.16,0.06,0.20,0.13,0.09,0
209 ,6,60,6,0.15,0.05,0.16,0.07,0.07,0,75,7,0.15,0.05,0.17,0.06,0.08,0,95,9,0.16,0.06,0.20,0.05,0.09,0
210 ,6,60,6,0.15,0.05,0.16,0.06,0.07,0,75,7,0.15,0.05,0.17,0.01,0.08,0,95,9,0.16,0.06,0.20,0.03,0.09,0
211 ,6,60,6,0.15,0.05,0.16,0.01,0.07,0,75,7,0.15,0.05,0.17,0.01,0.08,0,95,9,0.16,0.06,0.20,0.00,0.09,0
212 ,6,60,6,0.15,0.05,0.16,0.02,0.07,0,75,7,0.15,0.05,0.17,0.01,0.08,0,95,9,0.16,0.06,0.20,0.01,0.09,0
213 ,6,60,6,0.15,0.05,0.16,0.02,0.07,0,75,7,0.15,0.05,0.17,0.03,0.08,0,95,9,0.16,0.06,0.20,0.02,0.09,0
214 ,6,60,6,0.15,0.05,0.16,0.02,0.07,0,75,7,0.15,0.05,0.17,0.03,0.08,0,95,9,0.16,0.06,0.20,0.02,0.09,0
215 ,6,60,6,0.15,0.05,0.16,0.04,0.07,0,75,7,0.15,0.05,0.17,0.04,0.08,0,95,9,0.16,0.06,0.20,0.02,0.09,0
216 ,6,60,6,0.14,0.05,0.16,0.06,0.07,0,75,7,0.15,0.05,0.17,0.06,0.08,0,95,9,0.16,0.06,0.20,0.10,0.09,0
217 ,6,60,6,0.14,0.05,0.16,0.01,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.06,0.20,0.05,0.09,0
218 ,6,60,6,0.14,0.05,0.16,0.01,0.07,0,75,7,0.15,0.05,0.18,0.03,0.08,0,95,9,0.16,0.06,0.21,0.10,0.10,0
219 ,6,60,6,0.14,0.05,0.16,0.02,0.07,0,75,7,0.15,0.05,0.18,0.05,0.08,0,95,9,0.16,0.06,0.21,0.03,0.10,0
220 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.15,0.05,0.18,0.07,0.08,0,95,9,0.16,0.06,0.21,0.01,0.10,0
221 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.15,0.05,0.18,0.13,0.08,0,95,9,0.16,0.06,0.21,0.09,0.10,0
222 ,6,60,6,0.14,0.05,0.16,0.04,0.07,0,75,7,0.15,0.05,0.18,0.13,0.08,0,95,9,0.16,0.06,0.21,0.08,0.10,0
223 ,6,60,6,0.14,0.05,0.16,0.01,0.07,0,75,7,0.15,0.05,0.18,0.04,0.08,0,95,9,0.16,0.06,0.21,0.03,0.10,0
224 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.06,0.21,0.02,0.10,0
225 ,6,60,6,0.14,0.05,0.16,0.04,0.07,0,75,7,0.15,0.05,0.18,0.03,0.08,0,95,9,0.16,0.06,0.20,0.04,0.09,0
226 ,6,60,6,0.14,0.05,0.16,0.04,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.06,0.21,0.04,0.10,0
227 ,6,60,6,0.14,0.05,0.16,0.05,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.06,0.21,0.03,0.10,0
228 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.15,0.05,0.19,0.07,0.08,0,95,9,0.16,0.06,0.21,0.02,0.10,0
229 ,6,60,6,0.14,0.05,0.16,0.02,0.07,0,75,7,0.15,0.05,0.19,0.04,0.08,0,95,9,0.16,0.06,0.20,0.04,0.09,0
230 ,6,60,6,0.14,0.05,0.16,0.08,0.07,0,75,7,0.15,0.05,0.19,0.05,0.08,0,95,9,0.16,0.06,0.20,0.07,0.09,0
231 ,6,60,6,0.14,0.05,0.17,0.08,0.07,0,75,7,0.15,0.05,0.19,0.07,0.08,0,95,9,0.16,0.06,0.20,0.05,0.09,0
232 ,6,60,6,0.14,0.05,0.17,0.06,0.07,0,75,7,0.15,0.05,0.18,0.05,0.08,0,95,9,0.16,0.06,0.20,0.01,0.09,0
233 ,6,60,6,0.14,0.05,0.17,0.04,0.07,0,75,7,0.15,0.05,0.18,0.03,0.08,0,95,9,0.16,0.06,0.20,0.03,0.09,0
234 ,6,60,6,0.14,0.05,0.16,0.04,0.07,0,75,7,0.15,0.05,0.18,0.03,0.08,0,95,9,0.16,0.06,0.20,0.03,0.09,0
235 ,6,60,6,0.14,0.05,0.17,0.05,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.06,0.20,0.03,0.09,0
236 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.18,0.04,0.08,0,95,9,0.16,0.06,0.20,0.06,0.09,0
237 ,6,60,6,0.14,0.05,0.17,0.08,0.07,0,75,7,0.15,0.05,0.18,0.03,0.08,0,95,9,0.16,0.06,0.20,0.09,0.09,0
238 ,6,60,6,0.14,0.05,0.17,0.02,0.07,0,75,7,0.15,0.05,0.18,0.04,0.08,0,95,9,0.16,0.06,0.20,0.03,0.09,0
239 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.15,0.05,0.19,0.04,0.08,0,95,9,0.16,0.06,0.20,0.04,0.09,0
240 ,6,60,6,0.14,0.05,0.17,0.06,0.07,0,75,7,0.15,0.05,0.18,0.04,0.08,0,95,9,0.16,0.06,0.20,0.05,0.09,0
241 ,6,60,6,0.14,0.05,0.17,0.04,0.07,0,75,7,0.15,0.05,0.18,0.02,0.08,0,95,9,0.16,0.06,0.20,0.08,0.09,0
242 ,6,60,6,0.14,0.05,0.17,0.04,0.07,0,75,7,0.15,0.05,0.18,0.02,0.08,0,95,9,0.16,0.06,0.20,0.04,0.09,0
243 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.18,0.02,0.08,0,95,9,0.16,0.06,0.20,0.08,0.09,0
244 ,6,60,6,0.14,0.05,0.17,0.09,0.07,0,75,7,0.15,0.05,0.18,0.05,0.08,0,95,9,0.16,0.06,0.19,0.02,0.09,0
245 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.18,0.04,0.08,0,95,9,0.16,0.06,0.19,0.01,0.09,0
246 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.18,0.03,0.08,0,95,9,0.16,0.05,0.19,0.03,0.09,0
247 ,6,60,6,0.14,0.05,0.17,0.05,0.07,0,75,7,0.15,0.05,0.18,0.04,0.08,0,95,9,0.16,0.05,0.19,0.03,0.09,0
248 ,6,60,6,0.14,0.05,0.17,0.02,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.05,0.19,0.04,0.09,0
249 ,6,60,6,0.14,0.05,0.17,0.06,0.07,0,75,7,0.15,0.05,0.17,0.01,0.08,0,95,9,0.16,0.05,0.19,0.05,0.09,0
250 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.17,0.04,0.08,0,95,9,0.16,0.05,0.19,0.05,0.09,0
251 ,6,60,6,0.14,0.05,0.17,0.09,0.07,0,75,7,0.15,0.05,0.18,0.06,0.08,0,95,9,0.16,0.05,0.19,0.06,0.09,0
252 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.17,0.07,0.08,0,95,9,0.16,0.05,0.19,0.04,0.09,0
253 ,6,60,6,0.14,0.05,0.17,0.06,0.07,0,75,7,0.15,0.05,0.17,0.03,0.08,0,95,9,0.16,0.05,0.19,0.05,0.09,0
254 ,6,60,6,0.14,0.05,0.17,0.07,0.07,0,75,7,0.15,0.05,0.17,0.05,0.08,0,95,9,0.16,0.05,0.19,0.08,0.08,0
255 ,6,60,6,0.14,0.05,0.17,0.04,0.07,0,75,7,0.15,0.05,0.17,0.07,0.07,0,95,9,0.16,0.05,0.18,0.04,0.08,0
256 ,6,60,6,0.14,0.05,0.17,0.03,0.07,0,75,7,0.15,0.05,0.17,0.04,0.07,0,95,9,0.16,0.05,0.18,0.02,0.08,0
257 ,6,60,6,0.14,0.05,0.17,0.03,0.07,0,75,7,0.15,0.05,0.17,0.06,0.07,0,95,9,0.16,0.05,0.18,0.02,0.08,0
258 ,6,60,6,0.14,0.05,0.17,0.06,0.07,0,75,7,0.15,0.05,0.17,0.03,0.07,0,95,9,0.16,0.05,0.18,0.03,0.08,0
259 ,6,60,6,0.14,0.05,0.17,0.05,0.07,0,75,7,0.15,0.05,0.17,0.07,0.07,0,95,9,0.16,0.05,0.18,0.02,0.08,0
260 ,6,60,6,0.14,0.05,0.17,0.03,0.07,0,75,7,0.15,0.05,0.17,0.03,0.07,0,95,9,0.16,0.05,0.18,0.03,0.08,0
261 ,6,60,6,0.14,0.05,0.17,0.10,0.07,0,75,7,0.15,0.05,0.17,0.11,0.08,0,95,9,0.16,0.05,0.18,0.15,0.09,0
262 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.15,0.05,0.17,0.02,0.08,0,95,9,0.16,0.05,0.18,0.06,0.09,0
263 ,6,60,6,0.14,0.05,0.17,0.09,0.07,0,75,7,0.15,0.05,0.17,0.09,0.08,0,95,9,0.16,0.05,0.19,0.08,0.09,0
264 ,6,60,6,0.14,0.05,0.17,0.12,0.07,0,75,7,0.15,0.05,0.17,0.10,0.08,0,95,9,0.16,0.05,0.19,0.10,0.09,0
265 ,6,60,6,0.14,0.05,0.17,0.05,0.07,0,75,7,0.15,0.05,0.17,0.02,0.08,0,95,9,0.16,0.05,0.19,0.03,0.09,0
266 ,6,60,6,0.14,0.05,0.17,0.02,0.07,0,75,7,0.15,0.05,0.17,0.02,0.08,0,95,9,0.16,0.05,0.19,0.02,0.09,0
267 ,6,60,6,0.14,0.05,0.17,0.02,0.07,0,75,7,0.15,0.05,0.17,0.01,0.08,0,95,9,0.16,0.05,0.18,0.02,0.09,0
268 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.15,0.05,0.17,0.02,0.08,0,95,9,0.16,0.05,0.18,0.02,0.09,0
269 ,6,60,6,0.14,0.05,0.17,0.04,0.07,0,75,7,0.15,0.05,0.17,0.02,0.08,0,95,9,0.16,0.05,0.18,0.02,0.08,0
270 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.15,0.05,0.17,0.05,0.07,0,95,9,0.15,0.05,0.18,0.02,0.08,0
271 ,6,60,6,0.14,0.05,0.17,0.03,0.07,0,75,7,0.15,0.05,0.17,0.03,0.07,0,95,9,0.15,0.05,0.17,0.03,0.08,0
272 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.15,0.05,0.17,0.03,0.07,0,95,9,0.15,0.05,0.17,0.04,0.08,0
273 ,6,60,6,0.14,0.05,0.17,0.00,0.07,0,75,7,0.15,0.05,0.17,0.04,0.07,0,95,9,0.15,0.05,0.17,0.05,0.08,0
274 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.15,0.05,0.17,0.05,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
275 ,6,60,6,0.14,0.05,0.17,0.02,0.07,0,75,7,0.15,0.05,0.17,0.02,0.07,0,95,9,0.15,0.05,0.18,0.03,0.08,0
276 ,6,60,6,0.14,0.05,0.17,0.06,0.07,0,75,7,0.15,0.05,0.17,0.07,0.07,0,95,9,0.15,0.05,0.17,0.06,0.08,0
277 ,6,60,6,0.14,0.05,0.17,0.05,0.07,0,75,7,0.15,0.05,0.17,0.05,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
278 ,6,60,6,0.14,0.05,0.17,0.02,0.07,0,75,7,0.15,0.05,0.17,0.01,0.07,0,95,9,0.15,0.05,0.18,0.04,0.08,0
279 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.14,0.05,0.16,0.02,0.07,0,95,9,0.15,0.05,0.18,0.04,0.08,0
280 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.14,0.05,0.16,0.01,0.07,0,95,9,0.15,0.05,0.18,0.04,0.08,0
281 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.14,0.05,0.16,0.02,0.07,0,95,9,0.15,0.05,0.18,0.04,0.08,0
282 ,6,60,6,0.14,0.05,0.17,0.08,0.07,0,75,7,0.14,0.05,0.17,0.06,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
283 ,6,60,6,0.14,0.05,0.17,0.11,0.08,0,75,7,0.14,0.05,0.17,0.12,0.07,0,95,9,0.15,0.05,0.18,0.10,0.08,0
284 ,6,60,6,0.14,0.05,0.17,0.05,0.08,0,75,7,0.14,0.05,0.17,0.04,0.07,0,95,9,0.15,0.05,0.18,0.03,0.08,0
285 ,6,60,6,0.14,0.05,0.17,0.03,0.07,0,75,7,0.14,0.05,0.17,0.05,0.07,0,95,9,0.15,0.05,0.18,0.03,0.08,0
286 ,6,60,6,0.14,0.05,0.17,0.07,0.08,0,75,7,0.14,0.05,0.17,0.09,0.07,0,95,9,0.15,0.05,0.18,0.06,0.08,0
287 ,6,60,6,0.14,0.05,0.17,0.01,0.07,0,75,7,0.14,0.05,0.17,0.03,0.07,0,95,9,0.15,0.05,0.18,0.02,0.08,0
288 ,6,60,6,0.14,0.05,0.16,0.02,0.07,0,75,7,0.14,0.05,0.17,0.04,0.07,0,95,9,0.15,0.05,0.18,0.05,0.08,0
289 ,6,60,6,0.14,0.05,0.16,0.02,0.07,0,75,7,0.14,0.05,0.17,0.02,0.07,0,95,9,0.15,0.05,0.18,0.07,0.08,0
290 ,6,60,6,0.14,0.05,0.16,0.02,0.07,0,75,7,0.14,0.05,0.17,0.04,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
291 ,6,60,6,0.14,0.05,0.16,0.03,0.07,0,75,7,0.14,0.05,0.17,0.03,0.07,0,95,9,0.15,0.05,0.18,0.01,0.08,0
292 ,6,60,6,0.14,0.05,0.16,0.06,0.07,0,75,7,0.14,0.05,0.17,0.06,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
293 ,6,60,6,0.14,0.05,0.16,0.04,0.07,0,75,7,0.14,0.05,0.17,0.01,0.07,0,95,9,0.15,0.05,0.18,0.06,0.08,0
294 ,6,60,6,0.13,0.05,0.16,0.04,0.07,0,75,7,0.14,0.05,0.17,0.07,0.07,0,95,9,0.15,0.05,0.18,0.06,0.08,0
295 ,6,60,6,0.13,0.05,0.16,0.05,0.07,0,75,7,0.14,0.05,0.17,0.06,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
296 ,6,60,6,0.13,0.05,0.16,0.04,0.07,0,75,7,0.14,0.05,0.17,0.04,0.07,0,95,9,0.15,0.05,0.18,0.09,0.08,0
297 ,6,60,6,0.13,0.05,0.17,0.07,0.07,0,75,7,0.14,0.05,0.17,0.02,0.07,0,95,9,0.15,0.05,0.19,0.09,0.08,0
298 ,6,60,6,0.13,0.05,0.16,0.07,0.07,0,75,7,0.14,0.05,0.16,0.02,0.07,0,95,9,0.15,0.05,0.19,0.08,0.08,0
299 ,6,60,6,0.13,0.05,0.17,0.06,0.07,0,75,7,0.14,0.05,0.16,0.05,0.07,0,95,9,0.15,0.05,0.18,0.03,0.08,0
300 ,6,60,6,0.13,0.05,0.17,0.10,0.07,0,75,7,0.14,0.05,0.16,0.07,0.07,0,95,9,0.15,0.05,0.18,0.08,0.08,0
301 ,6,60,6,0.13,0.05,0.17,0.08,0.07,0,75,7,0.14,0.05,0.16,0.05,0.07,0,95,9,0.15,0.05,0.18,0.06,0.08,0
302 ,6,60,6,0.13,0.05,0.17,0.09,0.07,0,75,7,0.14,0.05,0.16,0.11,0.07,0,95,9,0.15,0.05,0.18,0.10,0.08,0
303 ,6,60,6,0.13,0.05,0.17,0.05,0.07,0,75,7,0.14,0.05,0.17,0.06,0.07,0,95,9,0.15,0.05,0.18,0.11,0.08,0
304 ,6,60,6,0.13,0.05,0.17,0.06,0.07,0,75,7,0.14,0.05,0.17,0.06,0.07,0,95,9,0.15,0.05,0.18,0.10,0.08,0
305 ,6,60,6,0.13,0.05,0.17,0.11,0.07,0,75,7,0.14,0.05,0.16,0.04,0.07,0,95,9,0.15,0.05,0.19,0.10,0.08,0
306 ,6,60,6,0.13,0.05,0.17,0.10,0.07,0,75,7,0.14,0.05,0.17,0.07,0.07,0,95,9,0.15,0.05,0.18,0.02,0.08,0
307 ,6,60,6,0.13,0.05,0.17,0.12,0.08,0,75,7,0.14,0.05,0.17,0.12,0.07,0,95,9,0.15,0.05,0.18,0.00,0.08,0
308 ,6,60,6,0.13,0.05,0.17,0.12,0.08,0,75,7,0.14,0.05,0.17,0.07,0.07,0,95,9,0.15,0.05,0.18,0.00,0.08,0
309 ,6,60,6,0.13,0.05,0.17,0.03,0.08,0,75,7,0.14,0.05,0.17,0.07,0.07,0,95,9,0.15,0.05,0.18,0.05,0.08,0
310 ,6,60,6,0.13,0.05,0.17,0.07,0.08,0,75,7,0.14,0.05,0.17,0.02,0.07,0,95,9,0.15,0.05,0.18,0.10,0.08,0
311 ,6,60,6,0.13,0.05,0.17,0.01,0.08,0,75,7,0.14,0.05,0.17,0.02,0.07,0,95,9,0.15,0.05,0.18,0.07,0.08,0
312 ,6,60,6,0.13,0.05,0.17,0.06,0.07,0,75,7,0.14,0.05,0.17,0.06,0.07,0,95,9,0.15,0.05,0.18,0.09,0.08,0
313 ,6,60,6,0.13,0.05,0.17,0.05,0.07,0,75,7,0.14,0.05,0.17,0.11,0.08,0,95,9,0.15,0.05,0.18,0.07,0.08,0
314 ,6,60,6,0.13,0.05,0.17,0.09,0.08,0,75,7,0.14,0.05,0.17,0.06,0.08,0,95,9,0.15,0.05,0.18,0.06,0.08,0
315 ,6,60,6,0.13,0.05,0.17,0.04,0.08,0,75,7,0.14,0.05,0.17,0.12,0.08,0,95,9,0.15,0.05,0.18,0.04,0.08,0
316 ,6,60,6,0.13,0.05,0.17,0.10,0.08,0,75,7,0.14,0.05,0.17,0.09,0.08,0,95,9,0.15,0.05,0.18,0.07,0.08,0
317 ,6,60,6,0.13,0.05,0.17,0.07,0.08,0,75,7,0.14,0.05,0.17,0.09,0.08,0,95,9,0.15,0.05,0.18,0.06,0.08,0
318 ,6,60,6,0.13,0.05,0.17,0.13,0.08,0,75,7,0.14,0.05,0.18,0.10,0.08,0,95,9,0.15,0.05,0.18,0.07,0.08,0
319 ,6,60,6,0.13,0.05,0.17,0.02,0.08,0,75,7,0.14,0.05,0.18,0.07,0.08,0,95,9,0.15,0.05,0.18,0.06,0.08,0
320 ,6,60,6,0.13,0.05,0.17,0.10,0.08,0,75,7,0.14,0.05,0.18,0.05,0.08,0,95,9,0.15,0.05,0.18,0.05,0.08,0
321 ,6,60,6,0.13,0.05,0.17,0.12,0.08,0,75,7,0.14,0.05,0.18,0.04,0.08,0,95,9,0.15,0.05,0.18,0.12,0.08,0
322 ,6,60,6,0.13,0.05,0.17,0.06,0.08,0,75,7,0.14,0.05,0.18,0.08,0.08,0,95,9,0.15,0.05,0.18,0.04,0.08,0
323 ,6,60,6,0.13,0.05,0.17,0.07,0.08,0,75,7,0.14,0.05,0.18,0.09,0.08,0,95,9,0.15,0.05,0.18,0.06,0.08,0
324 ,6,60,6,0.13,0.05,0.18,0.06,0.08,0,75,7,0.14,0.05,0.18,0.22,0.08,0,95,9,0.15,0.05,0.18,0.11,0.08,0
325 ,6,60,6,0.13,0.05,0.17,0.03,0.08,0,75,7,0.14,0.05,0.19,0.15,0.09,0,95,9,0.15,0.05,0.18,0.07,0.08,0
326 ,6,60,6,0.13,0.05,0.18,0.08,0.08,0,75,7,0.14,0.05,0.19,0.03,0.09,0,95,9,0.15,0.05,0.18,0.03,0.08,0
327 ,6,60,6,0.13,0.05,0.18,0.00,0.08,0,75,7,0.14,0.05,0.18,0.03,0.09,0,95,9,0.15,0.05,0.18,0.10,0.08,0
328 ,6,60,6,0.13,0.05,0.18,0.04,0.08,0,75,7,0.14,0.05,0.18,0.07,0.09,0,95,9,0.15,0.05,0.19,0.16,0.09,0
329 ,6,60,6,0.13,0.05,0.18,0.05,0.08,0,75,7,0.14,0.05,0.18,0.05,0.09,0,95,9,0.15,0.05,0.19,0.15,0.09,0
330 ,6,60,6,0.13,0.05,0.18,0.08,0.08,0,75,7,0.14,0.05,0.18,0.06,0.09,0,95,9,0.15,0.06,0.19,0.09,0.09,0
331 ,6,60,6,0.13,0.05,0.18,0.15,0.08,0,75,7,0.14,0.05,0.19,0.12,0.09,0,95,9,0.15,0.06,0.20,0.14,0.09,0
